,x,y,angle,ID,dt,T,obj0,rssi0,obj1,rssi1,obj2,rssi2,obj3,rssi3,obj4,rssi4
451,123.31,108.16,-161.57,1,1.065,478.42,4,75,1,70,2,72,0,63,3,68
452,123.7,108.11,-161.57,1,1.038,479.45,4,75,1,69,2,72,0,63,3,68
453,124.41,108.11,-161.57,1,1.055,480.51,4,75,1,69,2,72,0,63,3,68
454,124.94,108.12,-163.3,1,1.06,481.57,4,75,1,69,2,72,0,63,3,68
455,125.4,108.11,-163.3,1,1.033,482.6,4,75,1,69,2,72,0,63,3,68
456,126.35,108.04,-161.57,1,1.07,483.67,4,75,1,69,2,72,0,62,3,68
457,127.11,108.0,-161.57,1,1.049,484.72,4,75,1,69,2,72,0,61,3,68
458,127.63,108.02,-161.57,1,1.033,485.75,4,75,1,69,2,73,0,61,3,68
459,127.85,108.06,-161.57,1,1.054,486.81,4,75,1,69,2,73,0,60,3,68
460,128.4,108.02,-161.57,1,1.046,487.85,4,75,1,69,2,73,0,59,3,68
462,129.8,108.01,-161.57,1,1.225,490.15,2,73,0,58,3,68,4,76,1,70
463,130.83,108.03,-161.57,1,1.092,491.24,2,73,0,57,3,68,4,76,1,70
464,131.22,108.07,-163.3,1,1.053,492.3,2,73,0,57,3,68,4,76,1,70
465,131.63,107.99,-161.57,1,1.036,493.33,2,73,0,57,3,68,4,76,1,70
466,132.74,108.01,-161.57,1,1.044,494.38,2,73,0,58,3,68,4,76,1,70
467,133.69,108.02,-161.57,1,1.068,495.44,2,73,0,59,3,68,4,76,1,70
468,134.78,107.97,-161.57,1,1.034,496.48,2,73,0,61,3,68,4,76,1,70
469,135.4,107.98,-161.57,1,1.049,497.53,2,73,0,67,3,68,4,76,1,70
470,135.75,107.96,-163.3,1,1.052,498.58,2,72,0,69,3,68,4,76,1,70
471,136.59,107.92,-161.57,1,1.066,499.65,2,72,0,70,3,68,4,76,1,70
472,136.62,107.89,-161.57,1,1.033,500.68,2,72,0,70,3,68,4,76,1,70
473,137.44,107.91,-161.57,1,1.051,501.73,2,72,0,68,3,68,4,76,1,70
474,138.13,107.92,-161.57,1,1.051,502.78,2,72,0,67,3,68,4,76,1,69
475,139.31,107.95,-161.57,1,1.05,503.83,2,72,0,66,3,68,4,76,1,69
476,140.83,107.87,-161.57,1,1.051,504.88,2,72,0,66,3,68,4,76,1,69
477,140.86,107.89,-161.57,1,1.049,505.93,2,72,0,67,3,68,4,76,1,69
478,142.34,107.84,-161.57,1,1.05,506.98,2,72,0,70,3,68,4,76,1,69
479,143.24,107.82,-163.3,1,1.055,508.04,2,72,0,70,3,69,4,76,1,70
480,144.13,107.83,-161.57,1,1.056,509.09,2,72,0,69,3,69,4,76,1,70
481,145.39,107.8,-161.57,1,1.044,510.14,2,72,0,65,3,68,4,76,1,70
482,146.91,107.8,-163.3,1,1.048,511.18,2,72,0,61,3,68,4,76,1,70
483,147.78,107.81,-163.3,1,1.05,512.23,2,72,0,61,3,68,4,76,1,70
484,148.81,107.81,-163.3,1,1.051,513.28,2,72,0,61,3,68,4,76,1,70
485,149.76,107.8,-161.57,1,1.052,514.34,2,72,0,61,3,68,4,76,1,70
486,151.28,107.82,-161.57,1,1.051,515.39,2,72,0,62,3,68,4,76,1,70
487,151.28,107.81,-161.57,1,1.049,516.44,2,72,0,62,3,68,4,76,1,70
488,152.09,107.8,-161.57,1,1.049,517.49,2,73,0,62,3,68,4,76,1,69
489,152.54,107.83,-161.57,1,1.049,518.53,2,73,0,61,3,69,4,76,1,70
490,153.61,107.8,-161.57,1,1.052,519.59,2,73,0,60,3,68,4,76,1,69
491,154.46,107.8,-161.57,1,1.05,520.64,2,73,0,61,3,68,4,76,1,69
492,155.24,107.77,-163.3,1,1.053,521.69,2,73,0,60,3,68,4,76,1,69
493,155.26,107.78,-163.3,1,1.048,522.74,2,73,0,60,3,68,4,76,1,69
494,155.95,107.77,-156.04,1,1.052,523.79,2,73,0,60,3,68,4,76,1,69
495,157.34,107.75,-156.04,1,1.053,524.84,2,73,0,60,3,68,4,76,1,69
496,158.64,107.71,-161.57,1,1.066,525.91,2,73,0,61,3,68,4,76,1,69
497,159.64,107.71,-163.3,1,1.033,526.94,2,73,0,66,3,68,4,76,1,69
498,159.91,107.72,-156.04,1,1.05,527.99,2,73,0,68,3,68,4,76,1,69
499,160.71,107.68,-161.57,1,1.05,529.04,2,73,0,69,3,69,4,76,1,70
500,161.9,107.66,-161.57,1,1.053,530.09,2,73,0,69,3,69,4,76,1,70
501,163.04,107.6,-156.04,1,1.052,531.15,2,73,0,69,3,69,4,76,1,70
502,163.09,107.6,-156.04,1,1.047,532.19,2,73,0,67,3,68,4,76,1,70
503,164.35,107.56,-161.57,1,1.054,533.25,2,73,0,67,3,68,4,76,1,70
504,165.93,107.54,-161.57,1,1.05,534.3,2,73,0,67,3,68,4,76,1,70
505,167.22,107.49,-161.57,1,1.048,535.35,2,73,0,68,3,68,4,76,1,70
507,168.2,107.45,-161.57,1,1.304,537.7,0,70,3,68,4,76,1,70,2,74
508,168.23,107.46,-161.57,1,1.047,538.75,0,70,3,68,4,76,1,70,2,73
509,168.16,107.48,-161.57,1,1.054,539.8,0,70,3,69,4,76,1,70,2,73
510,169.87,107.47,-163.3,1,1.05,540.85,0,76,3,68,4,76,1,69,2,73
511,171.58,107.41,-161.57,1,1.05,541.9,0,76,3,68,4,76,1,69,2,73
512,172.42,107.33,-163.3,1,1.052,542.95,0,75,3,68,4,76,1,69,2,73
513,172.47,107.36,-163.3,1,1.048,544.0,0,73,3,68,4,75,1,69,2,76
514,173.39,107.35,-163.3,1,1.051,545.05,0,73,3,68,4,75,1,69,2,76
