x,y,angle,ID,dt,T,obj0,rssi0,obj1,rssi1,obj2,rssi2,obj3,rssi3,obj4,rssi4
35.523,-78.304,167.47,1,1.042,1939.7,2,80,4,65,0,73,1,70,3,73
35.51,-78.314,167.47,1,1.044,1940.8,2,80,4,65,0,74,1,69,3,73
34.351,-78.259,167.47,1,1.062,1941.8,2,81,4,66,0,76,1,69,3,73
34.321,-78.279,167.47,1,1.04,1942.9,2,81,4,65,0,77,1,69,3,73
33.574,-78.247,168.69,1,1.061,1943.9,2,81,4,65,0,79,1,69,3,73
33.578,-78.265,168.69,1,1.049,1945,2,81,4,65,0,79,1,69,3,73
33.003,-78.211,167.47,1,1.038,1946,2,81,4,65,0,82,1,69,3,74
32.843,-78.223,167.47,1,1.059,1947.1,2,81,4,65,0,85,1,69,3,73
32.089,-78.197,167.47,1,1.048,1948.1,2,81,4,65,0,85,1,69,3,73
30.947,-78.114,167.47,1,1.044,1949.2,2,81,4,65,0,82,1,70,3,73
30.381,-78.1,167.47,1,1.059,1950.2,2,81,4,65,0,82,1,70,3,73
30.342,-78.103,167.47,1,1.06,1951.3,2,81,4,65,0,82,1,70,3,73
29.163,-78.035,168.69,1,1.041,1952.3,2,81,4,65,0,82,1,70,3,73
28.395,-77.979,167.47,1,1.045,1953.4,2,81,4,65,0,82,1,70,3,73
27.749,-77.96,167.47,1,1.064,1954.4,2,81,4,65,0,85,1,70,3,73
26.708,-77.922,174.29,1,1.037,1955.5,2,81,4,65,0,85,1,70,3,73
26.332,-77.873,161.57,1,1.065,1956.5,2,81,4,65,0,85,1,70,3,73
25.539,-77.84,167.47,1,1.041,1957.6,2,81,4,65,0,84,1,70,3,73
25.512,-77.861,167.47,1,1.056,1958.6,2,81,4,65,0,84,1,70,3,72
24.239,-77.722,167.47,1,1.039,1959.7,2,81,4,65,0,81,1,70,3,72
24.272,-77.699,167.47,1,1.063,1960.7,2,81,4,64,0,77,1,70,3,72
23.4,-77.676,167.47,1,1.045,1961.8,2,81,4,65,0,75,1,70,3,72
23.392,-77.688,167.47,1,1.058,1962.8,2,81,4,65,0,73,1,70,3,72
21.579,-77.619,168.69,1,1.047,1963.9,2,80,4,65,0,75,1,70,3,72
20.363,-77.562,168.69,1,1.045,1964.9,2,80,4,65,0,75,1,70,3,72
18.345,-77.46,167.47,1,1.059,1966,2,80,4,65,0,76,1,70,3,73
18.351,-77.447,167.47,1,1.048,1967,2,80,4,65,0,76,1,70,3,73
17.777,-77.422,168.69,1,1.043,1968.1,2,80,4,65,0,76,1,69,3,73
17.14,-77.406,174.29,1,1.061,1969.1,2,80,4,65,0,74,1,69,3,73
16.168,-77.353,167.47,1,1.04,1970.2,2,80,4,65,0,71,1,69,3,73
15.332,-77.337,174.29,1,1.058,1971.2,2,80,4,65,0,70,1,69,3,73
15.328,-77.331,167.47,1,1.038,1972.3,2,80,4,65,0,70,1,69,3,73
14.499,-77.27,173.66,1,1.061,1973.3,2,80,4,65,0,69,1,69,3,73
14.498,-77.272,173.66,1,1.046,1974.4,2,80,4,65,0,68,1,69,3,73
13.246,-77.208,168.69,1,1.059,1975.5,2,80,4,65,0,68,1,69,3,73
12.991,-77.163,161.57,1,1.049,1976.5,2,80,4,65,0,67,1,69,3,73
11.804,-77.107,167.47,1,1.043,1977.5,2,80,4,65,0,67,1,69,3,73
11.183,-77.046,167.47,1,1.045,1978.6,2,80,4,65,0,67,1,69,3,73
11.11,-77.067,167.47,1,1.059,1979.6,2,80,4,65,0,65,1,71,3,73
10.254,-77.007,168.69,1,1.039,1980.7,2,80,4,65,0,65,1,70,3,73
10.146,-77.003,168.69,1,1.058,1981.7,2,80,4,65,0,65,1,70,3,73
9.1607,-76.951,167.47,1,1.05,1982.8,2,79,4,66,0,65,1,70,3,73
8.1962,-76.903,168.69,1,1.062,1983.9,2,79,4,65,0,65,1,70,3,73
8.1896,-76.923,168.69,1,1.051,1984.9,2,79,4,65,0,65,1,70,3,73
6.9413,-76.842,168.69,1,1.047,1986,2,79,4,65,0,66,1,70,3,73
6.9385,-76.851,168.69,1,1.045,1987,2,79,4,65,0,66,1,70,3,73
6.9254,-76.865,168.69,1,1.046,1988,2,79,4,65,0,67,1,70,3,73
5.9994,-76.821,167.47,1,1.044,1989.1,2,79,4,65,0,68,1,70,3,73
6.0172,-76.81,167.47,1,1.06,1990.1,2,79,4,65,0,68,1,70,3,73
5.0073,-76.769,167.47,1,1.043,1991.2,2,79,4,65,0,68,1,70,3,73
4.2962,-76.753,167.47,1,1.059,1992.3,2,79,4,65,0,69,1,70,3,72
3.1423,-76.724,167.47,1,1.046,1993.3,2,79,4,66,0,69,1,70,3,72
3.1176,-76.695,167.47,1,1.047,1994.3,2,79,4,66,0,69,1,70,3,72
3.0757,-76.683,167.47,1,1.064,1995.4,2,79,4,66,0,67,1,70,3,72
1.442,-76.586,173.66,1,1.045,1996.5,2,79,4,66,0,67,1,70,3,72
1.4189,-76.596,173.66,1,1.046,1997.5,2,79,4,66,0,67,1,70,3,73
0.7326,-76.575,168.69,1,1.059,1998.6,2,79,4,66,0,66,1,70,3,73
0.71435,-76.569,168.69,1,1.045,1999.6,2,79,4,65,0,65,1,70,3,73
-0.35583,-76.515,167.47,1,1.057,2000.7,2,79,4,65,0,64,1,70,3,73
-0.32916,-76.53,167.47,1,1.044,2001.7,2,79,4,65,0,63,1,70,3,73
-0.97399,-76.467,167.47,1,1.046,2002.8,2,79,4,65,0,63,1,70,3,73
-1.1443,-76.467,168.69,1,1.06,2003.8,2,79,4,66,0,63,1,70,3,73
-1.497,-76.43,167.47,1,1.044,2004.9,2,79,4,66,0,63,1,70,3,73
-1.8896,-76.39,168.69,1,1.046,2005.9,2,79,4,66,0,62,1,69,3,73
-1.9066,-76.394,168.69,1,1.065,2007,2,79,4,66,0,62,1,69,3,73
-2.2657,-76.376,167.47,1,1.048,2008,2,79,4,66,0,62,1,69,3,73
-2.3132,-76.368,167.47,1,1.047,2009.1,2,79,4,66,0,62,1,69,3,73
-2.9246,-76.369,167.47,1,1.045,2010.1,2,79,4,66,0,62,1,69,3,73
-2.9218,-76.377,167.47,1,1.044,2011.1,2,79,4,66,0,62,1,70,3,73
-3.1697,-76.368,168.69,1,1.059,2012.2,2,79,4,66,0,62,1,70,3,73
-3.4857,-76.319,167.47,1,1.046,2013.3,2,79,4,66,0,62,1,70,3,73
-3.4993,-76.321,167.47,1,1.045,2014.3,2,79,4,65,0,62,1,70,3,73
-4.046,-76.308,167.47,1,1.059,2015.4,2,79,4,65,0,62,1,70,3,73
-4.1726,-76.278,167.47,1,1.059,2016.4,2,79,4,65,0,62,1,69,3,73
-5.6585,-76.313,168.69,1,1.045,2017.5,2,79,4,64,0,62,1,69,3,73
-5.6904,-76.291,168.69,1,1.045,2018.5,2,79,4,64,0,62,1,69,3,73
-5.9397,-76.27,167.47,1,1.044,2019.6,2,79,4,64,0,64,1,69,3,71
-5.9504,-76.278,167.47,1,1.06,2020.6,2,79,4,64,0,64,1,69,3,71
-6.2522,-76.278,168.69,1,1.041,2021.7,2,79,4,64,0,64,1,70,3,71
-6.2512,-76.284,168.69,1,1.066,2022.7,2,79,4,65,0,64,1,70,3,71
-6.2557,-76.272,168.69,1,1.051,2023.8,2,79,4,67,0,64,1,70,3,71
-6.2158,-76.248,168.69,1,1.037,2024.8,2,79,4,66,0,64,1,70,3,71
-6.8447,-76.282,168.69,1,1.054,2025.9,2,79,4,66,0,64,1,70,3,71
-7.3024,-76.273,167.47,1,1.065,2026.9,2,79,4,66,0,64,1,70,3,71
-7.3269,-76.239,167.47,1,1.037,2028,2,79,4,66,0,64,1,70,3,73
-7.3665,-76.274,167.47,1,1.046,2029,2,79,4,66,0,64,1,70,3,73
-7.3226,-76.24,167.47,1,1.062,2030.1,2,79,4,66,0,64,1,70,3,73
-7.3289,-76.249,167.47,1,1.043,2031.1,2,79,4,66,0,64,1,70,3,72
-7.317,-76.254,167.47,1,1.06,2032.2,2,79,4,66,0,64,1,70,3,72
-7.3541,-76.239,167.47,1,1.039,2033.2,2,79,4,65,0,64,1,70,3,72
-8.0938,-76.224,167.47,1,1.064,2034.3,2,79,4,66,0,65,1,70,3,72
-8.0919,-76.232,168.69,1,1.041,2035.3,2,79,4,66,0,65,1,70,3,72
-8.729,-76.182,174.29,1,1.059,2036.4,2,79,4,65,0,65,1,70,3,72
-9.1958,-76.19,167.47,1,1.044,2037.4,2,79,4,65,0,65,1,70,3,72
-9.1855,-76.189,167.47,1,1.041,2038.5,2,79,4,65,0,65,1,69,3,73
-9.8129,-76.183,167.47,1,1.064,2039.5,2,79,4,65,0,65,1,69,3,72
-9.8012,-76.173,167.47,1,1.05,2040.6,2,79,4,65,0,66,1,69,3,72
-10.316,-76.15,167.47,1,1.045,2041.6,2,79,4,65,0,66,1,70,3,72
-10.725,-76.17,174.29,1,1.058,2042.7,2,79,4,65,0,66,1,70,3,72
-10.711,-76.139,168.69,1,1.036,2043.7,2,79,4,65,0,66,1,70,3,72
-10.733,-76.149,168.69,1,1.06,2044.8,2,79,4,66,0,66,1,69,3,72
-12.376,-76.142,173.66,1,1.052,2045.8,2,79,4,66,0,67,1,69,3,72
-12.604,-76.066,168.69,1,1.044,2046.9,2,79,4,66,0,67,1,69,3,72
-12.739,-76.055,173.66,1,1.059,2047.9,2,79,4,66,0,67,1,69,3,72
-12.747,-76.048,173.66,1,1.048,2049,2,79,4,66,0,67,1,69,3,72
-12.752,-76.052,173.66,1,1.044,2050,2,79,4,66,0,67,1,69,3,72
-13.63,-75.981,167.47,1,1.058,2051.1,2,79,4,66,0,68,1,69,3,72
-13.627,-75.98,167.47,1,1.042,2052.1,2,79,4,66,0,68,1,70,3,72
-13.623,-75.961,167.47,1,1.061,2053.2,2,79,4,65,0,68,1,70,3,72
-13.626,-75.983,167.47,1,1.042,2054.2,2,79,4,65,0,68,1,70,3,72
-13.636,-76.013,167.47,1,1.048,2055.3,2,79,4,66,0,67,1,70,3,71
-14.908,-75.948,173.66,1,1.051,2056.3,2,79,4,66,0,66,1,70,3,71
-15.869,-75.989,173.66,2,1.06,2057.4,2,79,4,66,0,66,1,70,3,71
-14.89,-75.983,173.66,1,1.04,2058.4,2,79,4,66,0,66,1,70,3,71
-14.896,-75.936,173.66,1,1.053,2059.5,2,79,4,66,0,65,1,70,3,72
-15.86,-75.904,168.69,1,1.046,2060.5,2,79,4,66,0,65,1,70,3,72
-15.865,-75.916,168.69,1,1.046,2061.6,2,79,4,66,0,65,1,70,3,72
-15.881,-75.934,168.69,1,1.06,2062.6,2,79,4,66,0,63,1,70,3,72
-15.811,-75.901,168.69,1,1.045,2063.7,2,79,4,65,0,63,1,70,3,72
-15.864,-75.924,167.47,1,1.047,2064.7,2,79,4,65,0,63,1,70,3,72
-15.861,-75.92,168.69,1,1.058,2065.8,2,79,4,65,0,63,1,70,3,72
-17.05,-75.865,168.69,1,1.044,2066.8,2,79,4,65,0,62,1,70,3,72
-18.512,-75.767,167.47,1,1.048,2067.9,2,79,4,65,0,62,1,70,3,72
-18.512,-75.752,167.47,1,1.059,2068.9,2,79,4,65,0,61,1,70,3,72
-18.514,-75.777,167.47,1,1.06,2070,2,79,4,65,0,61,1,70,3,72
-19.729,-75.71,167.47,1,1.04,2071,2,79,4,65,0,61,1,69,3,72
-20.824,-75.722,168.69,1,1.062,2072.1,2,79,4,65,0,61,1,69,3,72
-20.828,-75.711,168.69,2,1.045,2073.1,2,79,4,65,0,61,1,70,3,72
-22.508,-75.698,168.69,1,1.045,2074.2,2,79,4,65,0,60,1,70,3,72
-21.551,-75.685,168.69,1,1.044,2075.2,2,79,4,65,0,60,1,70,3,72
-23.758,-75.66,168.69,1,1.053,2076.3,2,79,4,66,0,60,1,70,3,72
-24.776,-75.659,167.47,1,1.065,2077.3,2,79,4,66,0,60,1,69,3,72
-24.755,-75.664,167.47,1,1.035,2078.4,2,79,4,66,0,60,1,69,3,72
-25.547,-75.652,168.69,1,1.067,2079.4,2,79,4,66,0,60,1,69,3,72
-25.159,-75.588,168.69,1,1.038,2080.5,2,79,4,66,0,60,1,69,3,73
-25.168,-75.598,168.69,1,1.045,2081.5,2,79,4,65,0,60,1,69,3,73
-26.057,-75.628,168.69,1,1.057,2082.6,2,79,4,65,0,62,1,69,3,73
-27.408,-75.6,174.29,1,1.045,2083.6,2,79,4,65,0,62,1,70,3,73
-27.425,-75.598,168.69,1,1.059,2084.7,2,79,4,65,0,62,1,69,3,73
-28.402,-75.588,167.47,1,1.042,2085.7,2,79,4,65,0,63,1,69,3,73
-27.406,-75.553,167.47,2,1.063,2086.8,2,79,4,65,0,63,1,69,3,72
-27.358,-75.56,167.47,2,1.039,2087.8,2,79,4,64,0,62,1,69,3,72
-28.336,-75.611,167.47,1,1.046,2088.9,2,79,4,64,0,62,1,69,3,72
-28.285,-75.581,167.47,1,1.061,2089.9,2,79,4,64,0,62,1,69,3,73
-27.384,-75.567,167.47,1,1.046,2091,2,79,4,64,0,62,1,69,3,73
-27.393,-75.557,167.47,1,1.047,2092,2,79,4,64,0,62,1,69,3,72
-28.329,-75.572,167.47,1,1.066,2093.1,2,79,4,65,0,63,1,70,3,72
-28.284,-75.596,167.47,1,1.039,2094.1,2,79,4,65,0,63,1,70,3,72
-28.356,-75.562,167.47,1,1.064,2095.2,2,79,4,65,0,63,1,69,3,72
-28.934,-75.555,167.47,2,1.046,2096.2,2,79,4,66,0,63,1,69,3,72
-28.04,-75.535,167.47,2,1.04,2097.3,2,79,4,66,0,63,1,69,3,72
-28.017,-75.536,167.47,1,1.065,2098.4,2,79,4,66,0,63,1,69,3,72
-29.521,-75.525,167.47,1,1.038,2099.4,2,80,4,66,0,63,1,69,3,72
-28.55,-75.486,167.47,2,1.045,2100.4,2,80,4,66,0,63,1,69,3,74
-29.083,-75.473,174.29,1,1.065,2101.5,2,80,4,66,0,63,1,69,3,73
-29.962,-75.524,174.29,1,1.041,2102.5,2,80,4,66,0,63,1,69,3,73
-29.937,-75.515,174.29,2,1.062,2103.6,2,80,4,66,0,63,1,71,3,73
-29.99,-75.524,174.29,1,1.038,2104.6,2,80,4,66,0,63,1,70,3,73
-29.079,-75.481,174.29,1,1.045,2105.7,2,80,4,65,0,63,1,69,3,73
-29.951,-75.507,174.29,1,1.065,2106.8,2,80,4,65,0,63,1,69,3,72
-29.953,-75.52,174.29,1,1.038,2107.8,2,80,4,65,0,63,1,69,3,72
-29.973,-75.513,174.29,1,1.067,2108.9,2,80,4,65,0,63,1,69,3,72
-30.064,-75.452,167.47,1,1.045,2109.9,2,80,4,65,0,63,1,69,3,72
-30.086,-75.444,167.47,1,1.055,2111,2,80,4,65,0,63,1,69,3,73
-31.797,-75.457,168.69,1,1.042,2112,2,80,4,65,0,63,1,69,3,73
-30.909,-75.413,174.29,1,1.059,2113.1,2,80,4,65,0,63,1,69,3,72
-31.427,-75.393,173.66,1,1.05,2114.1,2,80,4,65,0,63,1,69,3,72
-32.269,-75.365,174.29,1,1.05,2115.2,2,80,4,65,0,63,1,69,3,72
-33.188,-75.389,173.66,2,1.039,2116.2,2,80,4,65,0,62,1,69,3,72
-32.828,-75.313,168.69,1,1.051,2117.2,2,80,4,66,0,63,1,69,3,72
-33.731,-75.373,168.69,1,1.061,2118.3,2,80,4,65,0,63,1,69,3,72
-33.754,-75.375,168.69,1,1.045,2119.4,2,80,4,65,0,63,1,69,3,72
-33.748,-75.373,168.69,2,1.058,2120.4,2,80,4,65,0,63,1,69,3,72
-33.753,-75.358,168.69,1,1.046,2121.5,2,80,4,65,0,63,1,69,3,73
-33.735,-75.353,168.69,1,1.039,2122.5,2,80,4,65,0,63,1,69,3,72
-32.838,-75.3,168.69,2,1.061,2123.6,2,80,4,65,0,63,1,69,3,72
-34.436,-75.35,168.69,1,1.038,2124.6,2,80,4,65,0,63,1,70,3,72
-34.41,-75.367,168.69,1,1.058,2125.7,2,80,4,65,0,63,1,70,3,72
-35.355,-75.325,173.66,1,1.045,2126.7,2,80,4,65,0,63,1,70,3,72
-34.428,-75.289,173.66,1,1.058,2127.8,2,80,4,65,0,63,1,70,3,72
-35.215,-75.241,173.66,1,1.057,2128.8,2,80,4,65,0,63,1,70,3,72
-36.018,-75.196,168.69,1,1.04,2129.9,2,80,4,65,0,63,1,70,3,72
-36.52,-75.195,168.69,1,1.048,2130.9,2,80,4,65,0,63,1,70,3,72
-38.785,-75.156,168.69,2,1.056,2132,2,80,4,65,0,63,1,70,3,72
-38.804,-75.177,168.69,2,1.049,2133,2,80,4,65,0,63,1,70,3,72
-40.016,-75.178,168.69,1,1.049,2134.1,2,80,4,65,0,65,1,70,3,72
-40.842,-75.141,167.47,1,1.049,2135.1,2,80,4,65,0,65,1,70,3,72
-39.911,-75.093,167.47,1,1.059,2136.2,2,80,4,65,0,65,1,70,3,72
-41.516,-75.146,167.47,1,1.044,2137.2,2,80,4,65,0,65,1,70,3,72
-41.157,-75.086,168.69,1,1.059,2138.3,2,80,4,66,0,65,1,70,3,72
-42.058,-75.172,168.69,1,1.049,2139.3,2,80,4,66,0,65,1,70,3,72
-41.595,-75.112,168.69,1,1.044,2140.4,2,80,4,65,0,65,1,70,3,72
-43.009,-75.154,167.47,1,1.05,2141.4,2,80,4,65,0,65,1,70,3,72
-42.619,-75.059,167.47,1,1.044,2142.5,2,80,4,65,0,65,1,70,3,73
-42.608,-75.05,167.47,1,1.048,2143.5,2,80,4,65,0,66,1,70,3,73
-44.262,-75.111,167.47,1,1.06,2144.6,2,80,4,65,0,66,1,70,3,72
-44.835,-75.142,167.47,1,1.059,2145.6,2,80,4,65,0,68,1,70,3,72
-44.823,-75.152,167.47,1,1.043,2146.7,2,80,4,65,0,68,1,70,3,72
-44.808,-75.105,167.47,1,1.048,2147.7,2,80,4,65,0,68,1,69,3,72
-46.149,-75.122,167.47,1,1.047,2148.8,2,80,4,66,0,70,1,69,3,72
-46.907,-75.07,168.69,1,1.064,2149.8,2,80,4,66,0,70,1,69,3,72
-47.49,-75.104,168.69,1,1.037,2150.9,2,80,4,66,0,71,1,69,3,72
-47.478,-75.1,168.69,1,1.059,2151.9,2,80,4,65,0,73,1,69,3,73
-48.627,-75.111,167.47,1,1.039,2153,2,80,4,65,0,74,1,69,3,73
-48.644,-75.117,167.47,1,1.059,2154,2,80,4,65,0,75,1,69,3,73
-49.085,-75.098,167.47,1,1.048,2155.1,2,80,4,65,0,75,1,69,3,73
-49.061,-75.113,167.47,1,1.058,2156.1,2,80,4,65,0,76,1,70,3,72
-49.125,-75.092,167.47,1,1.048,2157.2,2,80,4,65,0,76,1,70,3,72
-49.617,-75.083,168.69,1,1.047,2158.2,2,80,4,65,0,76,1,70,3,72
-49.598,-75.086,168.69,1,1.059,2159.3,2,80,4,65,0,76,1,70,3,72
-50.082,-75.066,168.69,1,1.048,2160.3,2,80,4,65,0,76,1,70,3,72
-50.819,-75.069,168.69,2,1.04,2161.4,2,80,4,65,0,76,1,70,3,72
-50.819,-75.076,168.69,1,1.045,2162.4,2,80,4,65,0,76,1,70,3,73
-50.817,-75.08,168.69,1,1.057,2163.5,2,80,4,65,0,76,1,70,3,72
-51.761,-75.093,167.47,1,1.047,2164.5,2,80,4,65,0,76,1,70,3,72
-51.804,-75.1,167.47,1,1.065,2165.6,2,80,4,65,0,76,1,70,3,72
-52.943,-75.07,167.47,1,1.047,2166.6,2,80,4,65,0,76,1,70,3,72
-54.219,-75.051,167.47,2,1.038,2167.7,2,80,4,65,0,76,1,70,3,72
-54.128,-75.029,167.47,1,1.068,2168.7,2,80,4,66,0,76,1,70,3,72
-54.161,-75.05,167.47,1,1.037,2169.8,2,80,4,66,0,76,1,70,3,72
-55.121,-75.033,168.69,2,1.046,2170.8,2,80,4,65,0,77,1,70,3,72
-55.104,-75.028,168.69,1,1.053,2171.9,2,80,4,65,0,77,1,70,3,72
-55.566,-75.063,167.47,1,1.061,2172.9,2,80,4,65,0,77,1,70,3,73
-56.169,-75.031,167.47,1,1.044,2174,2,80,4,65,0,77,1,70,3,72
-56.214,-75.048,167.47,1,1.044,2175,2,80,4,65,0,76,1,70,3,72
-56.991,-75.007,174.29,2,1.066,2176.1,2,80,4,65,0,76,1,70,3,72
-57.004,-75.009,168.69,1,1.04,2177.1,2,80,4,65,0,77,1,70,3,72
-56.978,-75.002,168.69,2,1.045,2178.2,2,80,4,65,0,77,1,69,3,72
-56.964,-74.98,168.69,1,1.061,2179.2,2,80,4,66,0,77,1,69,3,72
-56.967,-74.997,168.69,1,1.049,2180.3,2,80,4,65,0,77,1,69,3,72
-57.791,-75.029,174.29,1,1.058,2181.3,2,80,4,65,0,75,1,69,3,72
-57.747,-75.031,174.29,1,1.046,2182.4,2,80,4,65,0,75,1,69,3,72
-58.246,-74.997,168.69,2,1.053,2183.4,2,80,4,65,0,75,1,69,3,72
-58.319,-75.008,174.29,2,1.046,2184.5,2,80,4,65,0,75,1,69,3,72
-58.334,-75.002,174.29,2,1.039,2185.5,2,80,4,65,0,74,1,69,3,72
-58.93,-75.009,174.29,1,1.065,2186.6,2,80,4,65,0,74,1,70,3,72
-58.943,-74.993,174.29,1,1.045,2187.6,2,80,4,65,0,74,1,69,3,72
-58.92,-74.997,174.29,1,1.058,2188.7,2,80,4,65,0,74,1,69,3,72
-58.948,-74.986,174.29,1,1.044,2189.7,2,80,4,66,0,74,1,69,3,72
-58.919,-74.993,168.69,2,1.039,2190.8,2,80,4,66,0,74,1,69,3,72
-58.929,-74.976,168.69,2,1.065,2191.8,2,80,4,65,0,74,1,69,3,72
-59.679,-75.022,174.29,1,1.052,2192.9,2,80,4,65,0,74,1,69,3,72
-59.753,-75.014,174.29,1,1.047,2193.9,2,80,4,65,0,74,1,69,3,72
-60.253,-74.985,168.69,1,1.048,2195,2,80,4,64,0,73,1,69,3,72
-60.246,-75.005,174.29,1,1.049,2196,2,80,4,64,0,73,1,69,3,72
-60.222,-74.973,168.69,1,1.053,2197.1,2,80,4,64,0,73,1,70,3,72
-60.258,-74.991,174.29,1,1.041,2198.1,2,80,4,64,0,73,1,70,3,72
-60.259,-74.993,174.29,1,1.061,2199.2,2,80,4,64,0,73,1,70,3,72
-60.237,-74.979,174.29,1,1.045,2200.2,2,80,4,66,0,73,1,70,3,72
-60.277,-75.012,174.29,1,1.045,2201.3,2,80,4,66,0,73,1,70,3,72
-61.061,-74.995,173.66,1,1.058,2202.3,2,80,4,65,0,73,1,70,3,72
-61.057,-74.982,173.66,1,1.06,2203.4,2,80,4,65,0,73,1,70,3,72
-61.054,-74.996,173.66,1,1.039,2204.4,2,80,4,65,0,73,1,70,3,72
-61.007,-74.989,173.66,1,1.05,2205.5,2,80,4,65,0,73,1,70,3,72
-61.021,-74.979,173.66,1,1.064,2206.5,2,80,4,65,0,73,1,70,3,72
-61.02,-75.001,173.66,2,1.029,2207.6,2,80,4,65,0,73,1,71,3,72
-61.039,-75.024,168.69,2,1.06,2208.6,2,80,4,65,0,74,1,71,3,71
-61.558,-74.989,174.29,1,1.062,2209.7,2,80,4,65,0,73,1,71,3,71
-62.041,-74.915,174.29,1,1.049,2210.7,2,80,4,66,0,73,1,70,3,71
-62.091,-74.952,174.29,2,1.045,2211.8,2,80,4,66,0,72,1,70,3,71
-62.078,-74.957,174.29,1,1.045,2212.8,2,80,4,66,0,72,1,70,3,71
-62.089,-74.966,174.29,1,1.064,2213.9,2,80,4,66,0,73,1,70,3,71
-62.835,-74.944,174.29,1,1.033,2214.9,2,80,4,66,0,73,1,70,3,72
-62.839,-74.938,174.29,1,1.06,2216,2,80,4,65,0,73,1,70,3,72
-62.858,-74.967,174.29,1,1.052,2217,2,80,4,65,0,73,1,70,3,72
-62.885,-74.953,174.29,1,1.04,2218.1,2,80,4,65,0,74,1,70,3,72
-63.766,-74.887,173.66,1,1.064,2219.2,2,80,4,65,0,74,1,70,3,71
-63.766,-74.903,173.66,1,1.038,2220.2,2,80,4,65,0,74,1,70,3,71
-63.736,-74.893,173.66,1,1.058,2221.2,2,80,4,66,0,74,1,70,3,71
-63.699,-74.891,173.66,1,1.046,2222.3,2,80,4,66,0,74,1,70,3,71
-63.726,-74.91,167.47,1,1.046,2223.3,2,80,4,65,0,74,1,70,3,71
-63.677,-74.879,167.47,1,1.06,2224.4,2,80,4,65,0,74,1,70,3,73
-64.399,-74.878,173.66,2,1.045,2225.4,2,80,4,65,0,74,1,70,3,73
-64.418,-74.841,167.47,2,1.045,2226.5,2,80,4,65,0,74,1,70,3,73
-64.42,-74.853,167.47,3,1.047,2227.5,2,80,4,65,0,74,1,70,3,73
-65.38,-74.791,174.29,1,1.059,2228.6,2,80,4,65,0,73,1,70,3,73
-65.36,-74.784,174.29,1,1.047,2229.6,2,80,4,65,0,73,1,70,3,72
-65.464,-74.828,174.29,1,1.065,2230.7,2,80,4,65,0,73,1,70,3,72
-65.395,-74.791,174.29,1,1.039,2231.7,2,80,4,65,0,72,1,69,3,72
-65.951,-74.784,174.29,1,1.042,2232.8,2,80,4,65,0,72,1,69,3,72
-66.748,-74.746,173.66,1,1.066,2233.9,2,80,4,65,0,72,1,69,3,72
-66.756,-74.76,173.66,1,1.038,2234.9,2,80,4,65,0,71,1,69,3,72
-66.782,-74.765,173.66,1,1.059,2236,2,80,4,65,0,71,1,69,3,72
-66.796,-74.757,173.66,1,1.045,2237,2,80,4,65,0,69,1,69,3,72
-66.749,-74.786,173.66,1,1.044,2238,2,80,4,65,0,69,1,69,3,72
-66.793,-74.761,173.66,1,1.065,2239.1,2,80,4,65,0,69,1,69,3,72
-66.784,-74.768,173.66,1,1.05,2240.2,2,80,4,65,0,68,1,69,3,72
-67.649,-74.742,167.47,1,1.058,2241.2,2,80,4,65,0,68,1,69,3,72
-67.628,-74.749,168.69,1,1.049,2242.3,2,80,4,65,0,68,1,69,3,72
-68.204,-74.71,167.47,1,1.032,2243.3,2,80,4,65,0,67,1,69,3,72
-69.331,-74.665,167.47,1,1.068,2244.4,2,80,4,65,0,67,1,69,3,72
-69.53,-74.711,168.69,1,1.039,2245.4,2,80,4,65,0,69,1,69,3,72
-70.976,-74.606,168.69,1,1.044,2246.4,2,80,4,65,0,70,1,69,3,72
-70.931,-74.585,168.69,1,1.058,2247.5,2,80,4,65,0,71,1,69,3,72
-70.995,-74.59,168.69,2,1.044,2248.5,2,80,4,65,0,71,1,71,3,72
-71.218,-74.528,167.47,1,1.069,2249.6,2,80,4,65,0,72,1,70,3,72
-72.271,-74.542,168.69,1,1.037,2250.7,2,80,4,65,0,72,1,70,3,72
-73.156,-74.497,167.47,1,1.047,2251.7,2,80,4,66,0,73,1,70,3,72
-73.092,-74.476,167.47,1,1.066,2252.8,2,80,4,65,0,75,1,70,3,72
-73.12,-74.47,167.47,1,1.05,2253.8,2,80,4,65,0,75,1,70,3,72
-73.116,-74.482,167.47,1,1.04,2254.9,2,80,4,65,0,75,1,70,3,71
-74.193,-74.484,168.69,1,1.058,2255.9,2,80,4,65,0,76,1,70,3,72
-74.175,-74.489,168.69,1,1.041,2257,2,80,4,65,0,75,1,70,3,72
-74.19,-74.486,168.69,1,1.06,2258,2,80,4,65,0,75,1,70,3,72
-74.197,-74.456,168.69,2,1.045,2259.1,2,80,4,65,0,75,1,70,3,72
-74.214,-74.517,168.69,1,1.058,2260.1,2,80,4,65,0,76,1,69,3,72
-74.187,-74.465,168.69,1,1.049,2261.2,2,80,4,65,0,76,1,69,3,72
-75.749,-74.439,167.47,2,1.044,2262.2,2,80,4,65,0,76,1,69,3,72
-75.738,-74.402,167.47,2,1.058,2263.3,2,80,4,65,0,76,1,69,3,72
-75.716,-74.43,167.47,2,1.039,2264.3,2,80,4,65,0,75,1,69,3,72
-77.394,-74.364,167.47,1,1.058,2265.4,2,80,4,65,0,75,1,69,3,72
