x,y,angle,ID,dt,T,obj0,rssi0,obj1,rssi1,obj2,rssi2,obj3,rssi3,obj4,rssi4
-161.53,-102.09,169.7,1,0.109,21.275,1,67,3,72,0,65,2,81,4,64
-161.43,-101.3,163.3,1,0.76,22.035,1,68,3,72,0,68,2,81,4,64
-159.9,-101.48,168.69,1,1.058,23.093,1,68,3,72,0,70,2,81,4,64
-159.88,-101.48,168.69,1,1.048,24.141,1,68,3,70,0,71,2,81,4,64
-159.41,-101.58,168.69,1,1.063,25.204,1,68,3,71,0,74,2,81,4,64
-156.45,-101.71,174.81,1,1.038,26.242,1,68,3,72,0,77,2,81,4,65
-149.46,-101.64,169.7,1,0.047,27.338,1,68,3,72,0,72,2,81,4,65
-149.03,-101.66,169.7,1,1.002,28.34,1,68,3,71,0,68,2,81,4,65
-145.21,-101.85,174.29,1,1.065,29.405,1,68,3,71,0,69,2,81,4,65
-136.52,-102.4,174.29,2,0.067,30.51,1,68,3,71,0,73,2,81,4,65
-135.94,-102.36,174.29,3,1.003,31.513,1,68,3,71,0,71,2,81,4,65
-130.92,-102.59,174.29,2,1.031,32.544,1,68,3,71,0,74,2,81,4,65
-126.87,-102.79,174.29,1,1.058,33.602,1,68,3,71,0,75,2,81,4,65
-121.76,-103.1,174.29,1,1.039,34.641,1,67,3,71,0,72,2,81,4,65
-119.19,-103.39,180,1,1.064,35.705,1,67,3,71,0,72,2,81,4,64
-115.82,-103.57,180,1,1.05,36.755,1,67,3,72,0,72,2,81,4,64
-111.96,-103.44,180,2,1.039,37.794,1,67,3,72,0,70,2,81,4,64
-108.44,-103.35,180,2,1.063,38.857,1,67,3,72,0,72,2,81,4,65
-105.06,-103.52,174.29,2,1.038,39.895,1,67,3,72,0,75,2,81,4,65
-103.98,-103.51,180,1,1.059,40.954,1,67,3,72,0,75,2,81,4,65
-104.55,-103.68,180,1,1.05,42.004,1,67,3,72,0,74,2,81,4,65
-101.82,-103.74,180,1,1.042,43.046,1,65,3,72,0,70,2,82,4,65
-97.088,-103.67,174.29,1,1.059,44.105,1,65,3,72,0,67,2,82,4,64
-92.662,-103.82,174.29,1,1.058,45.163,1,65,3,72,0,69,2,82,4,64
-88.388,-103.93,174.29,1,1.04,46.203,1,66,3,72,0,72,2,82,4,66
-85.858,-104.02,168.69,1,1.058,47.261,1,67,3,73,0,71,2,82,4,65
-83.347,-104.11,168.69,1,1.04,48.301,1,67,3,73,0,70,2,82,4,65
-81.987,-104.14,168.69,1,1.059,49.36,1,67,3,73,0,70,2,82,4,65
-81.53,-104.22,168.69,1,1.046,50.406,1,67,3,71,0,71,2,82,4,65
-79.659,-104.32,168.69,1,1.044,51.45,1,68,3,71,0,71,2,81,4,65
-76.92,-104.3,168.69,2,1.057,52.507,1,68,3,71,0,71,2,81,4,65
-75.447,-104.42,174.29,1,1.059,53.566,1,68,3,71,0,71,2,81,4,65
-72.832,-104.46,174.29,2,1.051,54.617,1,68,3,71,0,74,2,81,4,65
-70.474,-104.59,167.47,1,1.038,55.655,1,68,3,71,0,71,2,81,4,65
-66.399,-104.62,168.69,1,1.046,56.701,1,68,3,71,0,72,2,81,4,65
-64.492,-104.79,168.69,2,1.061,57.762,1,68,3,72,0,73,2,82,4,65
-63.928,-104.83,168.69,2,1.039,58.801,1,67,3,72,0,73,2,82,4,65
-63.939,-104.83,168.69,2,1.052,59.853,1,67,3,72,0,73,2,82,4,65
-63.926,-104.81,168.69,2,1.058,60.911,1,67,3,72,0,74,2,82,4,65
-60.559,-104.87,167.47,2,1.045,61.956,1,67,3,72,0,73,2,82,4,65
-58.286,-104.99,174.29,2,1.061,63.017,1,68,3,72,0,69,2,82,4,65
-55.391,-104.99,174.29,1,1.038,64.055,1,68,3,72,0,69,2,82,4,65
-54.694,-105.23,174.29,1,1.059,65.114,1,68,3,72,0,69,2,82,4,65
-52.65,-105.24,174.29,1,1.042,66.156,1,68,3,72,0,69,2,82,4,65
-52.637,-105.27,174.29,1,1.06,67.216,1,68,3,72,0,70,2,82,4,65
-52.586,-105.28,174.29,1,1.05,68.266,1,68,3,72,0,70,2,82,4,65
-48.521,-105.17,168.69,1,1.046,69.312,1,68,3,72,0,71,2,82,4,65
-46.347,-105.08,163.3,1,1.044,70.356,1,68,3,72,0,72,2,82,4,64
-42.502,-105.29,168.69,1,1.06,71.416,1,68,3,72,0,73,2,82,4,65
-41.494,-105.29,167.47,1,1.041,72.457,1,68,3,72,0,73,2,82,4,65
-38.971,-105.47,167.47,2,1.065,73.522,1,69,3,72,0,73,2,82,4,65
-38.93,-105.45,167.47,1,1.044,74.566,1,69,3,72,0,73,2,82,4,65
-38.935,-105.44,167.47,1,1.04,75.606,1,69,3,72,0,73,2,82,4,64
-39.781,-105.44,167.47,1,1.059,76.665,1,69,3,72,0,73,2,82,4,64
-39.776,-105.45,167.47,1,1.059,77.724,1,69,3,72,0,74,2,82,4,65
-37.77,-105.52,168.69,1,1.04,78.764,1,69,3,72,0,73,2,82,4,65
-38.626,-105.54,168.69,2,1.059,79.823,1,69,3,72,0,73,2,82,4,65
-37.718,-105.54,167.47,1,1.038,80.861,1,68,3,72,0,73,2,82,4,65
-36.643,-105.63,161.57,1,1.058,81.919,1,68,3,72,0,73,2,82,4,65
-35.401,-105.73,167.47,2,1.043,82.962,1,68,3,72,0,72,2,82,4,65
-34.87,-105.7,167.47,2,1.058,84.02,1,69,3,72,0,71,2,82,4,65
-34.532,-105.69,161.57,1,1.046,85.066,1,69,3,72,0,71,2,82,4,65
-32.514,-105.76,167.47,1,1.058,86.124,1,69,3,71,0,70,2,82,4,65
-32.111,-105.91,167.47,1,1.039,87.163,1,69,3,72,0,70,2,82,4,65
-32.144,-105.93,167.47,1,1.065,88.228,1,68,3,73,0,69,2,82,4,65
-30.888,-106.05,167.47,1,1.039,89.267,1,68,3,73,0,68,2,82,4,65
-30.274,-106.06,167.47,1,1.066,90.333,1,68,3,73,0,68,2,82,4,65
-28.864,-106.07,168.69,1,1.028,91.361,1,68,3,73,0,68,2,82,4,65
-29.119,-106.12,168.69,1,1.067,92.428,1,68,3,73,0,68,2,82,4,65
-29.065,-106.1,167.47,1,1.038,93.466,1,68,3,73,0,68,2,82,4,65
-27.387,-106.14,167.47,2,1.067,94.533,1,69,3,73,0,68,2,82,4,65
-27.357,-106.14,167.47,1,1.039,95.572,1,69,3,73,0,68,2,82,4,65
-27.31,-106.23,168.69,2,1.055,96.627,1,69,3,72,0,68,2,82,4,65
-25.236,-106.18,168.69,1,1.041,97.668,1,69,3,72,0,68,2,82,4,65
-23.828,-106.24,167.47,1,1.048,98.716,1,68,3,73,0,68,2,82,4,66
-22.53,-106.34,167.47,1,1.065,99.781,1,68,3,73,0,68,2,82,4,65
-22.529,-106.36,167.47,1,1.04,100.82,1,68,3,73,0,68,2,82,4,65
-21.316,-106.48,168.69,1,1.061,101.88,1,67,3,72,0,68,2,82,4,65
-20.169,-106.45,168.69,1,1.051,102.93,1,67,3,72,0,68,2,82,4,65
-19.1,-106.54,167.47,1,1.039,103.97,1,67,3,72,0,68,2,82,4,65
-18.217,-106.56,168.69,1,1.064,105.04,1,68,3,72,0,68,2,82,4,65
-19.136,-106.57,168.69,1,1.051,106.09,1,68,3,72,0,68,2,82,4,65
-17.247,-106.57,167.47,1,1.038,107.12,1,68,3,72,0,68,2,81,4,65
-17.298,-106.58,167.47,1,1.058,108.18,1,68,3,72,0,68,2,81,4,67
-15.758,-106.71,168.69,1,1.041,109.22,1,68,3,72,0,68,2,81,4,65
-14.555,-106.74,168.69,2,1.061,110.28,1,68,3,72,0,68,2,81,4,65
-15.183,-106.79,173.66,1,1.037,111.32,1,68,3,72,0,68,2,81,4,65
-13.549,-106.79,167.47,1,1.058,112.38,1,68,3,72,0,68,2,81,4,65
-12.476,-106.91,174.29,1,1.058,113.44,1,68,3,72,0,68,2,81,4,65
-12.497,-106.91,174.29,1,1.046,114.48,1,70,3,72,0,68,2,81,4,65
-11.244,-106.95,174.29,1,1.05,115.53,1,69,3,72,0,68,2,81,4,65
-11.244,-106.91,174.29,1,1.056,116.59,1,69,3,72,0,70,2,81,4,65
-9.7865,-107.06,167.47,1,1.048,117.64,1,69,3,72,0,70,2,81,4,65
-8.8212,-107.02,168.69,1,1.041,118.68,1,69,3,72,0,72,2,81,4,66
-8.7938,-107.05,174.29,1,1.057,119.74,1,69,3,72,0,81,2,81,4,65
-7.5331,-107.09,168.69,1,1.042,120.78,1,69,3,72,0,82,2,81,4,65
-6.3611,-107.12,168.69,1,1.057,121.83,1,69,3,71,0,76,2,81,4,65
-6.341,-107.14,168.69,1,1.059,122.89,1,69,3,71,0,71,2,81,4,65
-5.2154,-107.2,167.47,1,1.038,123.93,1,69,3,71,0,71,2,81,4,65
-4.9158,-107.22,168.69,1,1.058,124.99,1,69,3,71,0,69,2,81,4,65
-3.5363,-107.34,167.47,1,1.037,126.03,1,69,3,71,0,69,2,81,4,65
-2.0595,-107.35,167.47,1,1.062,127.09,1,69,3,71,0,70,2,81,4,65
-1.1317,-107.41,168.69,1,1.043,128.13,1,69,3,71,0,73,2,81,4,65
0.14852,-107.49,168.69,1,1.045,129.18,1,69,3,71,0,74,2,81,4,66
1.4634,-107.55,167.47,1,1.058,130.23,1,69,3,73,0,74,2,81,4,66
2.7867,-107.51,167.47,1,1.059,131.29,1,69,3,73,0,72,2,81,4,65
3.5201,-107.61,167.47,1,1.038,132.33,1,69,3,73,0,72,2,81,4,65
4.7247,-107.67,167.47,1,1.059,133.39,1,69,3,73,0,72,2,81,4,65
6.0098,-107.77,167.47,1,1.046,134.44,1,69,3,73,0,74,2,81,4,65
6.8114,-107.8,167.47,1,1.046,135.48,1,69,3,73,0,77,2,81,4,65
8.7138,-107.89,167.47,1,1.058,136.54,1,69,3,73,0,74,2,81,4,65
8.764,-107.89,167.47,1,1.04,137.58,1,69,3,73,0,70,2,81,4,65
10.703,-107.97,167.47,1,1.059,138.64,1,69,3,73,0,66,2,81,4,65
12.255,-108.07,161.57,1,1.044,139.68,1,69,3,73,0,64,2,81,4,66
12.242,-108.07,161.57,1,1.061,140.74,1,69,3,73,0,64,2,81,4,65
13.418,-108.16,168.69,1,1.04,141.78,1,69,3,73,0,64,2,81,4,65
14.322,-108.21,161.57,1,1.061,142.85,1,69,3,73,0,64,2,81,4,65
14.433,-108.21,161.57,1,1.044,143.89,1,69,3,73,0,64,2,81,4,65
15.516,-108.26,167.47,1,1.059,144.95,1,69,3,73,0,65,2,81,4,65
17.555,-108.47,167.47,1,1.045,145.99,1,70,3,73,0,66,2,81,4,65
19.271,-108.64,167.47,1,1.044,147.04,1,70,3,73,0,66,2,81,4,65
20.687,-108.65,167.47,1,1.058,148.1,1,70,3,73,0,66,2,81,4,65
21.714,-108.74,174.29,1,1.041,149.14,1,69,3,73,0,66,2,81,4,65
23.003,-108.76,174.29,1,1.059,150.2,1,69,3,73,0,67,2,81,4,65
23.041,-108.8,167.47,1,1.059,151.25,1,69,3,73,0,71,2,81,4,65
24.355,-108.85,167.47,1,1.038,152.29,1,69,3,73,0,74,2,81,4,65
25.556,-108.88,168.69,1,1.056,153.35,1,69,3,73,0,78,2,81,4,65
26.277,-108.95,167.47,1,1.042,154.39,1,69,3,73,0,78,2,81,4,65
27.183,-109.05,167.47,1,1.065,155.46,1,69,3,73,0,76,2,81,4,65
27.133,-109.16,167.47,2,1.036,156.49,1,70,3,73,0,74,2,81,4,65
29.371,-109.21,174.29,1,1.057,157.55,1,70,3,73,0,73,2,81,4,65
29.364,-109.25,173.66,1,1.056,158.6,1,70,3,73,0,72,2,81,4,65
30.322,-109.2,174.29,1,1.053,159.66,1,70,3,73,0,70,2,81,4,65
31.347,-109.32,173.66,1,1.039,160.7,1,70,3,74,0,70,2,81,4,66
32.551,-109.37,173.66,1,1.046,161.74,1,70,3,73,0,70,2,81,4,66
33.639,-109.38,174.29,1,1.06,162.8,1,69,3,73,0,70,2,81,4,65
33.771,-109.38,173.66,1,1.046,163.85,1,69,3,73,0,70,2,82,4,65
34.514,-109.35,173.66,1,1.045,164.89,1,69,3,73,0,69,2,82,4,65
35.293,-109.43,173.66,1,1.065,165.96,1,69,3,73,0,69,2,82,4,65
36.028,-109.45,173.66,1,1.04,167,1,69,3,73,0,69,2,82,4,65
36.04,-109.45,173.66,1,1.047,168.05,1,69,3,73,0,69,2,82,4,65
37.459,-109.58,168.69,1,1.066,169.11,1,69,3,73,0,69,2,82,4,65
38.592,-109.65,167.47,1,1.042,170.15,1,69,3,73,0,69,2,82,4,65
39.43,-109.69,168.69,1,1.042,171.2,1,69,3,73,0,69,2,82,4,66
41.628,-109.77,173.66,1,1.056,172.25,1,69,3,73,0,69,2,82,4,65
42.609,-109.86,174.29,1,1.045,173.3,1,69,3,73,0,69,2,82,4,65
43.363,-109.87,173.66,1,1.064,174.36,1,69,3,73,0,69,2,82,4,65
43.319,-109.91,173.66,1,1.038,175.4,1,69,3,73,0,69,2,82,4,65
43.002,-110,173.66,1,1.049,176.45,1,69,3,73,0,69,2,82,4,65
44.119,-109.95,173.66,1,1.056,177.5,1,70,3,72,0,69,2,82,4,65
45.346,-110.04,173.66,1,1.058,178.56,1,70,3,71,0,69,2,82,4,65
45.491,-110.06,173.66,2,1.038,179.6,1,70,3,71,0,69,2,81,4,65
46.37,-110.08,174.29,2,1.057,180.66,1,70,3,71,0,69,2,81,4,66
47.376,-110.31,180,1,1.056,181.71,1,70,3,72,0,69,2,81,4,66
47.404,-110.43,174.29,1,1.04,182.75,1,70,3,72,0,70,2,80,4,66
48.524,-110.47,168.69,1,1.065,183.82,1,70,3,72,0,71,2,79,4,66
49.717,-110.34,167.47,1,1.049,184.87,1,70,3,72,0,72,2,79,4,66
50.629,-110.47,173.66,1,1.037,185.9,1,69,3,72,0,74,2,79,4,65
52.598,-110.44,168.69,1,1.062,186.97,1,70,3,71,0,78,2,79,4,65
52.747,-110.44,168.69,1,1.037,188,1,70,3,71,0,85,2,80,4,65
53.301,-110.44,168.69,1,1.063,189.07,1,69,3,71,0,86,2,80,4,65
53.957,-110.49,168.69,1,1.042,190.11,1,69,3,71,0,81,2,80,4,65
55.163,-110.51,168.69,1,1.06,191.17,1,69,3,71,0,75,2,80,4,66
56.046,-110.55,167.47,2,1.048,192.22,1,69,3,72,0,73,2,80,4,66
56.6,-110.56,173.66,1,1.039,193.25,1,69,3,72,0,72,2,80,4,66
56.177,-110.7,173.66,2,1.061,194.32,1,69,3,72,0,69,2,80,4,65
57.973,-110.72,173.66,3,1.042,195.36,1,69,3,72,0,69,2,80,4,65
57.643,-110.81,173.66,1,1.06,196.42,1,69,3,72,0,69,2,80,4,65
58.241,-110.87,173.66,1,1.046,197.46,1,70,3,72,0,69,2,80,4,65
60.258,-110.83,174.29,1,1.057,198.52,1,70,3,72,0,69,2,80,4,65
61.604,-111,168.69,1,1.048,199.57,1,70,3,72,0,69,2,80,4,65
61.545,-111.15,174.29,1,1.04,200.61,1,70,3,72,0,69,2,80,4,65
63.426,-111.23,173.66,1,1.055,201.66,1,70,3,72,0,71,2,80,4,66
63.438,-111.24,173.66,2,1.06,202.72,1,70,3,72,0,72,2,80,4,65
65.157,-111.15,173.66,2,1.046,203.77,1,70,3,72,0,75,2,80,4,65
65.757,-111.52,173.66,1,1.045,204.81,1,70,3,72,0,76,2,80,4,65
66.961,-111.47,173.66,2,1.059,205.87,1,70,3,72,0,77,2,80,4,65
68.3,-111.5,173.66,2,1.038,206.91,1,70,3,72,0,74,2,80,4,65
70.421,-111.39,174.29,1,1.064,207.98,1,70,3,72,0,72,2,80,4,65
70.624,-111.67,173.66,1,1.041,209.02,1,70,3,72,0,71,2,80,4,65
70.638,-111.66,173.66,1,1.047,210.06,1,70,3,72,0,68,2,80,4,65
72.074,-111.73,173.66,1,1.057,211.12,1,70,3,72,0,67,2,80,4,65
73.518,-111.82,173.66,2,1.049,212.17,1,70,3,72,0,67,2,80,4,65
75.146,-111.95,173.66,1,1.044,213.21,1,70,3,72,0,67,2,80,4,65
75.185,-111.95,173.66,1,1.06,214.27,1,70,3,72,0,67,2,80,4,65
76.1,-111.98,174.29,2,1.044,215.32,1,70,3,72,0,67,2,80,4,65
77.145,-112.04,173.66,1,1.047,216.36,1,70,3,72,0,67,2,80,4,65
77.994,-112.05,174.29,2,1.057,217.42,1,70,3,72,0,67,2,80,4,65
79.13,-112.04,173.66,3,1.045,218.47,1,71,3,72,0,68,2,80,4,65
79.961,-112.02,173.66,2,1.057,219.52,1,71,3,72,0,68,2,80,4,65
80.749,-112.08,173.66,1,1.043,220.57,1,71,3,72,0,70,2,80,4,65
81.874,-112.07,167.47,1,1.058,221.62,1,71,3,72,0,71,2,80,4,65
83.706,-112.22,167.47,1,1.061,222.69,1,70,3,72,0,75,2,80,4,66
84.266,-112.27,168.69,1,1.033,223.72,1,70,3,72,0,78,2,80,4,66
85.523,-112.43,174.29,2,1.061,224.78,1,70,3,71,0,78,2,80,4,65
85.461,-112.47,174.29,1,1.044,225.82,1,70,3,71,0,78,2,80,4,65
85.49,-112.44,168.69,2,1.045,226.87,1,70,3,71,0,78,2,80,4,65
86.299,-112.5,173.66,1,1.062,227.93,1,70,3,71,0,76,2,80,4,65
87.848,-112.57,173.66,2,1.051,228.98,1,70,3,71,0,75,2,80,4,65
87.834,-112.59,173.66,2,1.042,230.02,1,70,3,71,0,74,2,80,4,65
89.294,-112.69,174.29,1,1.057,231.08,1,70,3,71,0,72,2,80,4,65
90.082,-112.73,173.66,1,1.06,232.14,1,70,3,71,0,71,2,80,4,65
91.375,-112.74,173.66,1,1.03,233.17,1,70,3,72,0,71,2,80,4,65
92.744,-112.92,167.47,1,1.065,234.24,1,69,3,72,0,69,2,80,4,65
94.073,-113.08,173.66,1,1.038,235.27,1,69,3,72,0,68,2,80,4,65
95.263,-113.14,173.66,1,1.061,236.33,1,69,3,72,0,68,2,80,4,65
96.394,-113.18,173.66,1,1.04,237.37,1,69,3,72,0,68,2,80,4,65
98.684,-113.28,174.29,1,0.071,238.5,1,69,3,72,0,68,2,80,4,65
98.754,-113.25,173.66,1,0.97,239.47,1,70,3,72,0,68,2,80,4,65
99.784,-113.24,173.66,1,0.067,240.6,1,70,3,72,0,68,2,80,4,65
100.45,-113.27,173.66,1,0.995,241.59,1,70,3,72,0,69,2,80,4,65
100.91,-113.25,173.66,1,1.037,242.63,1,70,3,72,0,70,2,80,4,66
101.91,-113.33,173.66,2,1.048,243.68,1,70,3,72,0,71,2,80,4,65
102.49,-113.38,173.66,1,1.056,244.73,1,70,3,72,0,71,2,80,4,65
102.51,-113.37,173.66,1,0.069,245.85,1,70,3,72,0,71,2,80,4,65
102.45,-113.39,173.66,1,0.98,246.83,1,70,3,72,0,71,2,80,4,65
102.48,-113.4,173.66,1,1.059,247.89,1,70,3,72,0,71,2,81,4,65
103.52,-113.49,173.66,1,1.041,248.93,1,71,3,72,0,71,2,81,4,65
105.05,-113.33,173.66,3,1.058,249.99,1,70,3,72,0,69,2,81,4,65
105.98,-113.45,167.47,1,1.044,251.03,1,69,3,72,0,68,2,81,4,65
107.35,-113.48,167.47,1,1.054,252.08,1,69,3,72,0,66,2,81,4,65
108.57,-113.63,167.47,1,1.055,253.14,1,69,3,72,0,64,2,81,4,66
109.87,-113.75,173.66,2,1.051,254.19,1,69,3,72,0,64,2,81,4,66
110.01,-113.79,173.66,2,1.052,255.24,1,69,3,72,0,63,2,81,4,66
111.36,-113.87,173.66,1,1.04,256.28,1,69,3,72,0,63,2,81,4,66
111.33,-113.87,173.66,1,1.062,257.34,1,69,3,72,0,63,2,81,4,66
124.85,-96.5,167.47,1,0.14,314.14,1,69,3,72,0,70,2,81,4,65
124.87,-96.451,167.47,1,0.979,315.12,1,69,3,72,0,70,2,81,4,66
124.9,-96.449,167.47,1,1.051,316.17,1,69,3,72,0,70,2,84,4,65
124.9,-96.446,167.47,1,1.051,317.22,1,69,3,72,0,70,2,79,4,65
126.3,-96.419,167.47,1,1.037,318.26,1,69,3,71,0,70,2,81,4,65
124.93,-96.448,167.47,2,1.048,319.31,1,69,3,71,0,70,2,81,4,65
126.32,-96.428,167.47,1,1.048,320.35,1,69,3,71,0,70,2,81,4,65
124.92,-96.446,167.47,2,1.051,321.41,1,70,3,71,0,70,2,81,4,65
126.3,-96.431,167.47,2,1.069,322.47,1,69,3,71,0,69,2,81,4,65
128.84,-97.165,173.66,2,1.046,323.52,1,69,3,71,0,68,2,81,4,65
130.88,-97.397,173.66,2,1.049,324.57,1,69,3,71,0,67,2,81,4,65
133.3,-97.735,173.66,2,1.042,325.61,1,69,3,71,0,67,2,80,4,66
135.3,-98.058,173.66,1,1.049,326.66,1,69,3,73,0,67,2,80,4,65
135.7,-98.094,173.66,1,1.063,327.72,1,69,3,72,0,67,2,80,4,65
137.43,-98.339,173.66,1,1.053,328.78,1,69,3,72,0,67,2,80,4,65
138.67,-98.464,180,2,1.033,329.81,1,69,3,72,0,66,2,80,4,65
140.87,-98.621,173.66,1,1.052,330.86,1,69,3,72,0,65,2,80,4,65
140.87,-98.652,173.66,1,1.048,331.91,1,71,3,72,0,64,2,80,4,65
142.36,-98.88,173.66,1,1.052,332.96,1,70,3,72,0,64,2,80,4,65
143.18,-98.999,173.66,2,1.051,334.01,1,70,3,72,0,64,2,80,4,65
145.35,-99.479,173.66,2,1.071,335.08,1,70,3,72,0,64,2,80,4,65
147.65,-99.783,173.66,2,1.041,336.12,1,70,3,72,0,67,2,80,4,66
147.79,-105.42,167.47,2,1.05,337.17,1,70,3,72,0,69,2,80,4,66
147.78,-106.07,165.96,1,1.049,338.22,1,70,3,72,0,69,4,66,1,70
147.87,-106.05,167.47,1,1.644,339.87,0,69,2,80,4,66,1,70,3,72
146.36,-105.93,167.47,3,1.112,340.98,0,70,2,80,4,66,1,70,3,72
146.79,-105.86,167.47,1,1.034,342.01,0,68,2,80,4,66,1,70,3,72
146.79,-105.86,167.47,3,1.068,343.08,0,68,2,80,4,66,1,70,3,72
145.75,-105.78,165.96,2,1.031,344.11,0,68,2,80,4,65,1,70,3,72
145.76,-105.8,167.47,1,1.069,345.18,0,68,2,81,4,65,1,69,3,72
144.21,-105.79,173.66,2,0.072,346.3,0,68,2,81,4,65,1,69,3,72
141.52,-105.77,172.87,2,0.981,347.28,0,68,2,81,4,66,1,69,3,72
142.88,-105.74,173.66,1,1.049,348.33,0,68,2,81,4,65,1,69,3,71
140.11,-105.73,173.66,4,1.048,349.38,0,68,2,81,4,65,1,69,3,71
140.11,-105.76,173.66,4,1.05,350.43,0,68,2,81,4,65,1,68,3,71
138.91,-105.78,173.66,3,1.053,351.48,0,68,2,81,4,65,1,68,3,71
138.83,-105.75,173.66,4,1.048,352.53,0,69,2,81,4,65,1,69,3,71
137.78,-105.73,173.66,1,1.049,353.58,0,69,2,81,4,65,1,69,3,71
137.8,-105.74,173.66,1,1.048,354.63,0,69,2,81,4,65,1,69,3,71
136.95,-105.74,173.66,1,1.05,355.68,0,69,4,65,1,69,3,71,0,69
136.45,-105.72,172.87,2,1.32,357,4,65,1,68,3,71,0,69,2,81
135.42,-105.72,173.66,2,1.065,358.06,4,66,1,68,3,71,0,69,-4,3
134.72,-105.7,173.66,1,1.172,359.23,1,68,3,71,0,69,4,65,1,68
132.75,-105.71,173.66,1,1.641,360.87,0,69,2,81,4,65,1,68,3,71
132.72,-105.66,173.66,1,1.115,361.99,0,71,2,81,4,65,1,68,3,71
132.42,-105.66,173.66,2,1.05,363.04,0,71,2,81,4,65,1,69,3,71
132.04,-105.7,173.66,1,1.052,364.09,0,70,4,65,1,69,3,71,0,70
132.07,-105.68,173.66,1,1.311,365.4,4,65,1,69,3,71,0,70,-7,-76
131.25,-105.66,173.66,1,1.184,366.59,1,69,3,71,0,70,4,65,1,69
129.21,-105.69,173.66,1,1.643,368.23,0,70,4,66,1,69,3,73,0,70
128.19,-105.68,173.66,1,1.369,369.6,4,66,1,69,3,72,0,70,2,82
129.7,-105.63,173.66,1,1.075,370.67,4,66,1,69,3,72,0,72,2,82
127.29,-105.7,173.66,1,1.045,371.72,4,66,1,69,3,72,0,73,4,66
126.07,-105.64,173.66,2,1.176,372.89,1,69,3,72,0,73,4,66,1,70
126,-105.65,173.66,1,1.637,374.53,0,73,2,82,4,66,1,69,3,72
125.23,-105.59,173.66,1,1.112,375.64,0,74,2,82,4,65,1,69,3,72
124.61,-105.58,173.66,1,1.038,376.68,0,74,2,82,4,65,1,69,3,72
124.57,-105.59,174.29,1,1.053,377.73,0,74,2,82,4,67,1,69,3,72
123.84,-105.65,173.66,2,1.048,378.78,0,75,2,81,4,66,1,69,3,72
124.37,-105.61,173.66,1,1.049,379.83,0,75,2,81,4,66,1,69,3,71
122.91,-105.62,173.66,1,1.051,380.88,0,75,2,81,4,65,1,69,3,71
123.43,-105.59,173.66,2,1.048,381.93,0,74,2,81,4,65,1,69,3,71
121.3,-105.6,173.66,2,1.053,382.98,0,74,2,81,4,65,1,70,3,71
121.82,-105.61,173.66,2,1.066,384.05,0,74,2,81,4,65,1,69,3,71
120.62,-105.58,173.66,2,1.046,385.09,0,74,4,65,1,69,3,71,0,73
119.8,-105.56,174.29,1,1.32,386.41,4,65,1,69,3,71,0,73,4,65
119.67,-105.54,173.66,1,1.178,387.59,1,69,3,71,0,73,2,82,4,66
118.63,-105.59,173.66,1,1.048,388.64,1,69,3,72,0,72,2,82,4,65
117.2,-105.61,173.66,2,1.053,389.69,1,69,3,71,0,70,2,82,4,65
117.54,-105.58,173.66,1,1.053,390.75,1,69,3,71,0,69,4,65,1,69
116.71,-105.54,173.66,2,1.641,392.39,0,68,4,65,1,69,3,71,0,68
115.57,-105.54,173.66,1,1.389,393.78,4,65,1,71,3,71,0,68,4,65
114.59,-105.5,173.66,1,1.182,394.96,1,69,3,71,0,68,4,65,1,69
112.37,-105.52,173.66,1,1.632,396.59,0,68,2,82,4,65,1,69,3,71
112.86,-105.49,173.66,1,1.101,397.69,0,68,2,82,4,65,1,69,3,71
112.89,-105.52,173.66,1,1.049,398.74,0,68,2,82,4,65,1,69,3,71
112.11,-105.48,168.69,1,1.048,399.79,0,68,2,82,4,65,1,69,3,71
111.42,-105.49,173.66,1,1.05,400.84,0,68,2,82,4,65,1,69,3,71
111.39,-105.48,173.66,1,1.052,401.89,0,68,2,82,4,65,1,69,3,71
110.17,-105.48,173.66,2,1.048,402.94,0,68,2,82,4,65,1,69,3,71
109.58,-105.49,173.66,1,1.049,403.99,0,68,2,82,4,65,1,70,3,71
108.29,-105.5,174.29,2,1.071,405.06,0,68,4,65,1,70,3,71,0,68
108.3,-105.53,174.29,1,1.313,406.37,4,65,1,70,3,71,0,68,4,65
106.75,-105.5,173.66,2,1.188,407.56,1,70,3,71,0,68,2,82,4,65
104.47,-105.54,174.29,1,1.042,408.6,1,70,3,71,0,68,2,82,4,66
105.75,-105.51,174.29,1,1.052,409.65,1,70,3,71,0,69,2,82,4,65
105,-105.47,173.66,2,1.048,410.7,1,69,3,71,0,70,2,82,4,65
103.45,-105.58,173.66,1,1.049,411.75,1,69,3,71,0,71,2,82,4,65
103.42,-105.53,173.66,1,1.051,412.8,1,69,3,71,0,72,2,82,4,65
102.08,-105.54,173.66,1,1.047,413.85,1,69,3,71,0,75,4,65,1,69
101.34,-105.5,173.66,2,1.638,415.49,0,75,-4,13,1,69,3,71,0,73
100.09,-105.48,173.66,2,1.4,416.89,4,65,1,69,3,71,0,71,4,65
98.763,-105.52,173.66,1,1.163,418.05,1,69,3,71,0,70,4,65,1,69
98.774,-105.48,174.29,2,1.638,419.69,0,69,4,65,1,69,3,71,0,69
97.331,-105.44,173.66,2,1.395,421.08,4,65,1,69,3,71,0,69,4,65
94.623,-105.54,167.47,1,1.179,422.26,1,69,3,71,0,69,2,-388,1,69
